title,authors,gutenberg_id,sitelinks,missing_language,language_marc,speakers_millions,opportunity_score
A Journey to the Centre of the Earth,Jules Verne,18857,64,Kyrgyz,kir,4.6,2.337
Robinson Crusoe,Daniel Defoe,12623,98,Ewe,ewe,3.0,2.333
Robinson Crusoe,Daniel Defoe,12623,98,Twi,twi,3.0,2.333
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Catalan,cat,4.9,2.333
The Merchant of Venice,William Shakespeare,2243,68,Nynorsk,nno,4.3,2.321
David Copperfield,Charles Dickens,766,68,Nynorsk,nno,4.3,2.321
A Tale of Two Cities,Charles Dickens,98,65,Tswana,tsn,4.5,2.321
A Tale of Two Cities,Charles Dickens,98,65,Guarani,grn,4.5,2.321
Sense and Sensibility,Jane Austen,161,56,Lao,lao,5.2,2.311
Sense and Sensibility,Jane Austen,161,56,Norwegian,nor,5.2,2.311
Sense and Sensibility,Jane Austen,161,56,Mongolian,mon,5.2,2.311
Sense and Sensibility,Jane Austen,161,56,Tatar,tat,5.2,2.311
Great Expectations,Charles Dickens,1400,69,Bambara,bam,4.2,2.3
The Jungle Book,,236,69,Bambara,bam,4.2,2.3
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Sango,sag,4.6,2.3
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Kyrgyz,kir,4.6,2.3
United States Bill of Rights,,2,63,Sango,sag,4.6,2.3
United States Bill of Rights,,2,63,Kyrgyz,kir,4.6,2.3
Critique of Pure Reason,Immanuel Kant,4280,59,Catalan,cat,4.9,2.294
Leviathan,Thomas Hobbes,3207,59,Catalan,cat,4.9,2.294
A Journey to the Centre of the Earth,Jules Verne,18857,64,Tswana,tsn,4.5,2.286
A Journey to the Centre of the Earth,Jules Verne,18857,64,Guarani,grn,4.5,2.286
The Merchant of Venice,William Shakespeare,2243,68,Bambara,bam,4.2,2.267
David Copperfield,Charles Dickens,766,68,Bambara,bam,4.2,2.267
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Tswana,tsn,4.5,2.25
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Guarani,grn,4.5,2.25
United States Bill of Rights,,2,63,Tswana,tsn,4.5,2.25
United States Bill of Rights,,2,63,Guarani,grn,4.5,2.25
Great Expectations,Charles Dickens,1400,69,Luganda,lug,4.1,2.245
The Jungle Book,,236,69,Luganda,lug,4.1,2.245
The Adventures of Tom Sawyer,Mark Twain,74,76,Georgian,geo,3.7,2.232
The Adventures of Tom Sawyer,Mark Twain,74,76,Wolof,wol,3.7,2.232
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Finnish,fin,5.4,2.229
The Last of the Mohicans,James Fenimore Cooper,940,52,Finnish,fin,5.4,2.229
Little Women,Louisa May Alcott,514,52,Finnish,fin,5.4,2.229
A Study in Scarlet,Arthur Conan Doyle,244,61,Sango,sag,4.6,2.227
A Study in Scarlet,Arthur Conan Doyle,244,61,Kyrgyz,kir,4.6,2.227
Through the Looking-Glass,Lewis Carroll,12,61,Sango,sag,4.6,2.227
Through the Looking-Glass,Lewis Carroll,12,61,Kyrgyz,kir,4.6,2.227
Sense and Sensibility,Jane Austen,161,56,Kongo,kon,5.0,2.222
A Tale of Two Cities,Charles Dickens,98,65,Nynorsk,nno,4.3,2.218
The Merchant of Venice,William Shakespeare,2243,68,Luganda,lug,4.1,2.213
David Copperfield,Charles Dickens,766,68,Luganda,lug,4.1,2.213
A Christmas Carol,Charles Dickens,46,75,Georgian,geo,3.7,2.202
A Christmas Carol,Charles Dickens,46,75,Wolof,wol,3.7,2.202
Dracula,Bram Stoker,345,75,Georgian,geo,3.7,2.202
Dracula,Bram Stoker,345,75,Wolof,wol,3.7,2.202
Great Expectations,Charles Dickens,1400,69,Aymara,aym,4.0,2.19
Great Expectations,Charles Dickens,1400,69,Lithuanian,lit,4.0,2.19
Great Expectations,Charles Dickens,1400,69,Bokmål,nob,4.0,2.19
The Jungle Book,,236,69,Aymara,aym,4.0,2.19
The Jungle Book,,236,69,Lithuanian,lit,4.0,2.19
The Jungle Book,,236,69,Bokmål,nob,4.0,2.19
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Sango,sag,4.6,2.19
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Kyrgyz,kir,4.6,2.19
The Call of the Wild,Jack London,215,53,Lao,lao,5.2,2.187
The Call of the Wild,Jack London,215,53,Norwegian,nor,5.2,2.187
The Call of the Wild,Jack London,215,53,Mongolian,mon,5.2,2.187
The Call of the Wild,Jack London,215,53,Tatar,tat,5.2,2.187
A Journey to the Centre of the Earth,Jules Verne,18857,64,Nynorsk,nno,4.3,2.184
A Study in Scarlet,Arthur Conan Doyle,244,61,Tswana,tsn,4.5,2.179
A Study in Scarlet,Arthur Conan Doyle,244,61,Guarani,grn,4.5,2.179
Through the Looking-Glass,Lewis Carroll,12,61,Tswana,tsn,4.5,2.179
Through the Looking-Glass,Lewis Carroll,12,61,Guarani,grn,4.5,2.179
Sense and Sensibility,Jane Austen,161,56,Catalan,cat,4.9,2.178
A Tale of Two Cities,Charles Dickens,98,65,Bambara,bam,4.2,2.167
The Merchant of Venice,William Shakespeare,2243,68,Aymara,aym,4.0,2.159
The Merchant of Venice,William Shakespeare,2243,68,Lithuanian,lit,4.0,2.159
The Merchant of Venice,William Shakespeare,2243,68,Bokmål,nob,4.0,2.159
David Copperfield,Charles Dickens,766,68,Aymara,aym,4.0,2.159
David Copperfield,Charles Dickens,766,68,Lithuanian,lit,4.0,2.159
David Copperfield,Charles Dickens,766,68,Bokmål,nob,4.0,2.159
Critique of Pure Reason,Immanuel Kant,4280,59,Sango,sag,4.6,2.154
Critique of Pure Reason,Immanuel Kant,4280,59,Kyrgyz,kir,4.6,2.154
Leviathan,Thomas Hobbes,3207,59,Sango,sag,4.6,2.154
Leviathan,Thomas Hobbes,3207,59,Kyrgyz,kir,4.6,2.154
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Nynorsk,nno,4.3,2.15
United States Bill of Rights,,2,63,Nynorsk,nno,4.3,2.15
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Lao,lao,5.2,2.146
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Norwegian,nor,5.2,2.146
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Tatar,tat,5.2,2.146
The Last of the Mohicans,James Fenimore Cooper,940,52,Lao,lao,5.2,2.146
The Last of the Mohicans,James Fenimore Cooper,940,52,Norwegian,nor,5.2,2.146
The Last of the Mohicans,James Fenimore Cooper,940,52,Mongolian,mon,5.2,2.146
The Last of the Mohicans,James Fenimore Cooper,940,52,Tatar,tat,5.2,2.146
Little Women,Louisa May Alcott,514,52,Lao,lao,5.2,2.146
Little Women,Louisa May Alcott,514,52,Norwegian,nor,5.2,2.146
Little Women,Louisa May Alcott,514,52,Mongolian,mon,5.2,2.146
Little Women,Louisa May Alcott,514,52,Tatar,tat,5.2,2.146
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Tswana,tsn,4.5,2.143
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Guarani,grn,4.5,2.143
A Journey to the Centre of the Earth,Jules Verne,18857,64,Bambara,bam,4.2,2.133
A Tale of Two Cities,Charles Dickens,98,65,Luganda,lug,4.1,2.115
Critique of Pure Reason,Immanuel Kant,4280,59,Tswana,tsn,4.5,2.107
Critique of Pure Reason,Immanuel Kant,4280,59,Guarani,grn,4.5,2.107
Leviathan,Thomas Hobbes,3207,59,Tswana,tsn,4.5,2.107
Leviathan,Thomas Hobbes,3207,59,Guarani,grn,4.5,2.107
The Call of the Wild,Jack London,215,53,Kongo,kon,5.0,2.103
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Bambara,bam,4.2,2.1
United States Bill of Rights,,2,63,Bambara,bam,4.2,2.1
A Journey to the Centre of the Earth,Jules Verne,18857,64,Luganda,lug,4.1,2.083
A Study in Scarlet,Arthur Conan Doyle,244,61,Nynorsk,nno,4.3,2.082
Through the Looking-Glass,Lewis Carroll,12,61,Nynorsk,nno,4.3,2.082
A Tale of Two Cities,Charles Dickens,98,65,Aymara,aym,4.0,2.063
A Tale of Two Cities,Charles Dickens,98,65,Lithuanian,lit,4.0,2.063
A Tale of Two Cities,Charles Dickens,98,65,Bokmål,nob,4.0,2.063
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Kongo,kon,5.0,2.063
The Last of the Mohicans,James Fenimore Cooper,940,52,Kongo,kon,5.0,2.063
Little Women,Louisa May Alcott,514,52,Kongo,kon,5.0,2.063
The Call of the Wild,Jack London,215,53,Catalan,cat,4.9,2.061
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Luganda,lug,4.1,2.05
United States Bill of Rights,,2,63,Luganda,lug,4.1,2.05
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Nynorsk,nno,4.3,2.048
Sense and Sensibility,Jane Austen,161,56,Sango,sag,4.6,2.044
Sense and Sensibility,Jane Austen,161,56,Kyrgyz,kir,4.6,2.044
A Study in Scarlet,Arthur Conan Doyle,244,61,Bambara,bam,4.2,2.033
Through the Looking-Glass,Lewis Carroll,12,61,Bambara,bam,4.2,2.033
A Journey to the Centre of the Earth,Jules Verne,18857,64,Aymara,aym,4.0,2.032
A Journey to the Centre of the Earth,Jules Verne,18857,64,Lithuanian,lit,4.0,2.032
A Journey to the Centre of the Earth,Jules Verne,18857,64,Bokmål,nob,4.0,2.032
Great Expectations,Charles Dickens,1400,69,Georgian,geo,3.7,2.026
Great Expectations,Charles Dickens,1400,69,Wolof,wol,3.7,2.026
The Jungle Book,,236,69,Georgian,geo,3.7,2.026
The Jungle Book,,236,69,Wolof,wol,3.7,2.026
Treasure Island,Robert Louis Stevenson,120,85,Ewe,ewe,3.0,2.024
Treasure Island,Robert Louis Stevenson,120,85,Twi,twi,3.0,2.024
The Last of the Mohicans,James Fenimore Cooper,940,52,Catalan,cat,4.9,2.022
Little Women,Louisa May Alcott,514,52,Catalan,cat,4.9,2.022
Critique of Pure Reason,Immanuel Kant,4280,59,Nynorsk,nno,4.3,2.013
Leviathan,Thomas Hobbes,3207,59,Nynorsk,nno,4.3,2.013
Book of Mormon,Joseph Smith; Mormon,17,126,Swazi,ssw,2.0,2.0
Book of Mormon,Joseph Smith; Mormon,17,126,Esperanto,epo,2.0,2.0
Book of Mormon,Joseph Smith; Mormon,17,126,Macedonian,mac,2.0,2.0
Book of Mormon,Joseph Smith; Mormon,17,126,Nuosu,iii,2.0,2.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Ewe,ewe,3.0,2.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Twi,twi,3.0,2.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Aymara,aym,4.0,2.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Lithuanian,lit,4.0,2.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Bokmål,nob,4.0,2.0
United States Bill of Rights,,2,63,Aymara,aym,4.0,2.0
United States Bill of Rights,,2,63,Lithuanian,lit,4.0,2.0
United States Bill of Rights,,2,63,Bokmål,nob,4.0,2.0
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Bambara,bam,4.2,2.0
Sense and Sensibility,Jane Austen,161,56,Tswana,tsn,4.5,2.0
Sense and Sensibility,Jane Austen,161,56,Guarani,grn,4.5,2.0
The Merchant of Venice,William Shakespeare,2243,68,Georgian,geo,3.7,1.997
The Merchant of Venice,William Shakespeare,2243,68,Wolof,wol,3.7,1.997
David Copperfield,Charles Dickens,766,68,Georgian,geo,3.7,1.997
David Copperfield,Charles Dickens,766,68,Wolof,wol,3.7,1.997
A Study in Scarlet,Arthur Conan Doyle,244,61,Luganda,lug,4.1,1.985
Through the Looking-Glass,Lewis Carroll,12,61,Luganda,lug,4.1,1.985
Oliver Twist,Charles Dickens,56586,83,Ewe,ewe,3.0,1.976
Oliver Twist,Charles Dickens,56586,83,Twi,twi,3.0,1.976
Ulysses,James Joyce,4300,83,Ewe,ewe,3.0,1.976
Ulysses,James Joyce,4300,83,Twi,twi,3.0,1.976
Critique of Pure Reason,Immanuel Kant,4280,59,Bambara,bam,4.2,1.967
Leviathan,Thomas Hobbes,3207,59,Bambara,bam,4.2,1.967
The Picture of Dorian Gray,Oscar Wilde,4078,82,Ewe,ewe,3.0,1.952
The Picture of Dorian Gray,Oscar Wilde,4078,82,Twi,twi,3.0,1.952
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Luganda,lug,4.1,1.952
A Study in Scarlet,Arthur Conan Doyle,244,61,Aymara,aym,4.0,1.937
A Study in Scarlet,Arthur Conan Doyle,244,61,Lithuanian,lit,4.0,1.937
A Study in Scarlet,Arthur Conan Doyle,244,61,Bokmål,nob,4.0,1.937
Through the Looking-Glass,Lewis Carroll,12,61,Aymara,aym,4.0,1.937
Through the Looking-Glass,Lewis Carroll,12,61,Lithuanian,lit,4.0,1.937
Through the Looking-Glass,Lewis Carroll,12,61,Bokmål,nob,4.0,1.937
The Call of the Wild,Jack London,215,53,Sango,sag,4.6,1.935
The Call of the Wild,Jack London,215,53,Kyrgyz,kir,4.6,1.935
Critique of Pure Reason,Immanuel Kant,4280,59,Luganda,lug,4.1,1.92
Leviathan,Thomas Hobbes,3207,59,Luganda,lug,4.1,1.92
Sense and Sensibility,Jane Austen,161,56,Nynorsk,nno,4.3,1.911
A Tale of Two Cities,Charles Dickens,98,65,Georgian,geo,3.7,1.909
A Tale of Two Cities,Charles Dickens,98,65,Wolof,wol,3.7,1.909
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Aymara,aym,4.0,1.905
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Lithuanian,lit,4.0,1.905
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Bokmål,nob,4.0,1.905
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Sango,sag,4.6,1.898
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Kyrgyz,kir,4.6,1.898
The Last of the Mohicans,James Fenimore Cooper,940,52,Sango,sag,4.6,1.898
The Last of the Mohicans,James Fenimore Cooper,940,52,Kyrgyz,kir,4.6,1.898
Little Women,Louisa May Alcott,514,52,Sango,sag,4.6,1.898
Little Women,Louisa May Alcott,514,52,Kyrgyz,kir,4.6,1.898
The Call of the Wild,Jack London,215,53,Tswana,tsn,4.5,1.893
The Call of the Wild,Jack London,215,53,Guarani,grn,4.5,1.893
Pride and Prejudice,Jane Austen,1342,99,Slovene,slv,2.4,1.886
Pride and Prejudice,Jane Austen,1342,99,Galician,glg,2.4,1.886
A Journey to the Centre of the Earth,Jules Verne,18857,64,Georgian,geo,3.7,1.879
A Journey to the Centre of the Earth,Jules Verne,18857,64,Wolof,wol,3.7,1.879
Critique of Pure Reason,Immanuel Kant,4280,59,Aymara,aym,4.0,1.873
Critique of Pure Reason,Immanuel Kant,4280,59,Lithuanian,lit,4.0,1.873
Critique of Pure Reason,Immanuel Kant,4280,59,Bokmål,nob,4.0,1.873
Leviathan,Thomas Hobbes,3207,59,Aymara,aym,4.0,1.873
Leviathan,Thomas Hobbes,3207,59,Lithuanian,lit,4.0,1.873
Leviathan,Thomas Hobbes,3207,59,Bokmål,nob,4.0,1.873
Robinson Crusoe,Daniel Defoe,12623,98,Slovene,slv,2.4,1.867
Robinson Crusoe,Daniel Defoe,12623,98,Galician,glg,2.4,1.867
Sense and Sensibility,Jane Austen,161,56,Bambara,bam,4.2,1.867
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Tswana,tsn,4.5,1.857
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Guarani,grn,4.5,1.857
The Last of the Mohicans,James Fenimore Cooper,940,52,Tswana,tsn,4.5,1.857
The Last of the Mohicans,James Fenimore Cooper,940,52,Guarani,grn,4.5,1.857
Little Women,Louisa May Alcott,514,52,Tswana,tsn,4.5,1.857
Little Women,Louisa May Alcott,514,52,Guarani,grn,4.5,1.857
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Georgian,geo,3.7,1.85
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Wolof,wol,3.7,1.85
United States Bill of Rights,,2,63,Georgian,geo,3.7,1.85
United States Bill of Rights,,2,63,Wolof,wol,3.7,1.85
Sense and Sensibility,Jane Austen,161,56,Luganda,lug,4.1,1.822
The Adventures of Tom Sawyer,Mark Twain,74,76,Ewe,ewe,3.0,1.81
The Adventures of Tom Sawyer,Mark Twain,74,76,Twi,twi,3.0,1.81
The Call of the Wild,Jack London,215,53,Nynorsk,nno,4.3,1.809
A Study in Scarlet,Arthur Conan Doyle,244,61,Georgian,geo,3.7,1.791
A Study in Scarlet,Arthur Conan Doyle,244,61,Wolof,wol,3.7,1.791
Through the Looking-Glass,Lewis Carroll,12,61,Georgian,geo,3.7,1.791
Through the Looking-Glass,Lewis Carroll,12,61,Wolof,wol,3.7,1.791
A Christmas Carol,Charles Dickens,46,75,Ewe,ewe,3.0,1.786
A Christmas Carol,Charles Dickens,46,75,Twi,twi,3.0,1.786
Dracula,Bram Stoker,345,75,Ewe,ewe,3.0,1.786
Dracula,Bram Stoker,345,75,Twi,twi,3.0,1.786
Sense and Sensibility,Jane Austen,161,56,Aymara,aym,4.0,1.778
Sense and Sensibility,Jane Austen,161,56,Lithuanian,lit,4.0,1.778
Sense and Sensibility,Jane Austen,161,56,Bokmål,nob,4.0,1.778
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Nynorsk,nno,4.3,1.775
The Last of the Mohicans,James Fenimore Cooper,940,52,Nynorsk,nno,4.3,1.775
Little Women,Louisa May Alcott,514,52,Nynorsk,nno,4.3,1.775
The Call of the Wild,Jack London,215,53,Bambara,bam,4.2,1.767
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Georgian,geo,3.7,1.762
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Wolof,wol,3.7,1.762
Critique of Pure Reason,Immanuel Kant,4280,59,Georgian,geo,3.7,1.733
Critique of Pure Reason,Immanuel Kant,4280,59,Wolof,wol,3.7,1.733
Leviathan,Thomas Hobbes,3207,59,Georgian,geo,3.7,1.733
Leviathan,Thomas Hobbes,3207,59,Wolof,wol,3.7,1.733
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Bambara,bam,4.2,1.733
The Last of the Mohicans,James Fenimore Cooper,940,52,Bambara,bam,4.2,1.733
Little Women,Louisa May Alcott,514,52,Bambara,bam,4.2,1.733
The Call of the Wild,Jack London,215,53,Luganda,lug,4.1,1.725
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Luganda,lug,4.1,1.692
The Last of the Mohicans,James Fenimore Cooper,940,52,Luganda,lug,4.1,1.692
Little Women,Louisa May Alcott,514,52,Luganda,lug,4.1,1.692
The Call of the Wild,Jack London,215,53,Aymara,aym,4.0,1.683
The Call of the Wild,Jack London,215,53,Lithuanian,lit,4.0,1.683
The Call of the Wild,Jack London,215,53,Bokmål,nob,4.0,1.683
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Aymara,aym,4.0,1.651
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Lithuanian,lit,4.0,1.651
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Bokmål,nob,4.0,1.651
The Last of the Mohicans,James Fenimore Cooper,940,52,Aymara,aym,4.0,1.651
The Last of the Mohicans,James Fenimore Cooper,940,52,Lithuanian,lit,4.0,1.651
The Last of the Mohicans,James Fenimore Cooper,940,52,Bokmål,nob,4.0,1.651
Little Women,Louisa May Alcott,514,52,Aymara,aym,4.0,1.651
Little Women,Louisa May Alcott,514,52,Lithuanian,lit,4.0,1.651
Little Women,Louisa May Alcott,514,52,Bokmål,nob,4.0,1.651
Sense and Sensibility,Jane Austen,161,56,Georgian,geo,3.7,1.644
Sense and Sensibility,Jane Austen,161,56,Wolof,wol,3.7,1.644
Great Expectations,Charles Dickens,1400,69,Ewe,ewe,3.0,1.643
Great Expectations,Charles Dickens,1400,69,Twi,twi,3.0,1.643
The Jungle Book,,236,69,Ewe,ewe,3.0,1.643
The Jungle Book,,236,69,Twi,twi,3.0,1.643
Treasure Island,Robert Louis Stevenson,120,85,Slovene,slv,2.4,1.619
Treasure Island,Robert Louis Stevenson,120,85,Galician,glg,2.4,1.619
The Merchant of Venice,William Shakespeare,2243,68,Ewe,ewe,3.0,1.619
The Merchant of Venice,William Shakespeare,2243,68,Twi,twi,3.0,1.619
David Copperfield,Charles Dickens,766,68,Ewe,ewe,3.0,1.619
David Copperfield,Charles Dickens,766,68,Twi,twi,3.0,1.619
Book of Mormon,Joseph Smith; Mormon,17,126,Afar,aar,1.6,1.6
Book of Mormon,Joseph Smith; Mormon,17,126,Northern Ndebele,nde,1.6,1.6
The Great Gatsby,F. Scott Fitzgerald,64317,84,Slovene,slv,2.4,1.6
The Great Gatsby,F. Scott Fitzgerald,64317,84,Galician,glg,2.4,1.6
Oliver Twist,Charles Dickens,56586,83,Slovene,slv,2.4,1.581
Oliver Twist,Charles Dickens,56586,83,Galician,glg,2.4,1.581
Ulysses,James Joyce,4300,83,Slovene,slv,2.4,1.581
Pride and Prejudice,Jane Austen,1342,99,Swazi,ssw,2.0,1.571
Pride and Prejudice,Jane Austen,1342,99,Esperanto,epo,2.0,1.571
Pride and Prejudice,Jane Austen,1342,99,Macedonian,mac,2.0,1.571
Pride and Prejudice,Jane Austen,1342,99,Nuosu,iii,2.0,1.571
The Picture of Dorian Gray,Oscar Wilde,4078,82,Slovene,slv,2.4,1.562
The Picture of Dorian Gray,Oscar Wilde,4078,82,Galician,glg,2.4,1.562
Robinson Crusoe,Daniel Defoe,12623,98,Swazi,ssw,2.0,1.556
Robinson Crusoe,Daniel Defoe,12623,98,Macedonian,mac,2.0,1.556
Robinson Crusoe,Daniel Defoe,12623,98,Nuosu,iii,2.0,1.556
The Call of the Wild,Jack London,215,53,Georgian,geo,3.7,1.556
The Call of the Wild,Jack London,215,53,Wolof,wol,3.7,1.556
A Tale of Two Cities,Charles Dickens,98,65,Ewe,ewe,3.0,1.548
A Tale of Two Cities,Charles Dickens,98,65,Twi,twi,3.0,1.548
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Georgian,geo,3.7,1.527
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Wolof,wol,3.7,1.527
The Last of the Mohicans,James Fenimore Cooper,940,52,Georgian,geo,3.7,1.527
The Last of the Mohicans,James Fenimore Cooper,940,52,Wolof,wol,3.7,1.527
Little Women,Louisa May Alcott,514,52,Georgian,geo,3.7,1.527
Little Women,Louisa May Alcott,514,52,Wolof,wol,3.7,1.527
A Journey to the Centre of the Earth,Jules Verne,18857,64,Ewe,ewe,3.0,1.524
A Journey to the Centre of the Earth,Jules Verne,18857,64,Twi,twi,3.0,1.524
Book of Mormon,Joseph Smith; Mormon,17,126,Latvian,lav,1.5,1.5
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Ewe,ewe,3.0,1.5
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Twi,twi,3.0,1.5
United States Bill of Rights,,2,63,Ewe,ewe,3.0,1.5
United States Bill of Rights,,2,63,Twi,twi,3.0,1.5
A Study in Scarlet,Arthur Conan Doyle,244,61,Ewe,ewe,3.0,1.452
A Study in Scarlet,Arthur Conan Doyle,244,61,Twi,twi,3.0,1.452
Through the Looking-Glass,Lewis Carroll,12,61,Ewe,ewe,3.0,1.452
Through the Looking-Glass,Lewis Carroll,12,61,Twi,twi,3.0,1.452
The Adventures of Tom Sawyer,Mark Twain,74,76,Slovene,slv,2.4,1.448
The Adventures of Tom Sawyer,Mark Twain,74,76,Galician,glg,2.4,1.448
A Christmas Carol,Charles Dickens,46,75,Slovene,slv,2.4,1.429
Dracula,Bram Stoker,345,75,Slovene,slv,2.4,1.429
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Ewe,ewe,3.0,1.429
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Twi,twi,3.0,1.429
Critique of Pure Reason,Immanuel Kant,4280,59,Ewe,ewe,3.0,1.405
Critique of Pure Reason,Immanuel Kant,4280,59,Twi,twi,3.0,1.405
Leviathan,Thomas Hobbes,3207,59,Ewe,ewe,3.0,1.405
Leviathan,Thomas Hobbes,3207,59,Twi,twi,3.0,1.405
Book of Mormon,Joseph Smith; Mormon,17,126,Chechen,che,1.4,1.4
Treasure Island,Robert Louis Stevenson,120,85,Swazi,ssw,2.0,1.349
Treasure Island,Robert Louis Stevenson,120,85,Esperanto,epo,2.0,1.349
Treasure Island,Robert Louis Stevenson,120,85,Macedonian,mac,2.0,1.349
Treasure Island,Robert Louis Stevenson,120,85,Nuosu,iii,2.0,1.349
The Great Gatsby,F. Scott Fitzgerald,64317,84,Swazi,ssw,2.0,1.333
The Great Gatsby,F. Scott Fitzgerald,64317,84,Esperanto,epo,2.0,1.333
The Great Gatsby,F. Scott Fitzgerald,64317,84,Macedonian,mac,2.0,1.333
The Great Gatsby,F. Scott Fitzgerald,64317,84,Nuosu,iii,2.0,1.333
Sense and Sensibility,Jane Austen,161,56,Ewe,ewe,3.0,1.333
Sense and Sensibility,Jane Austen,161,56,Twi,twi,3.0,1.333
Oliver Twist,Charles Dickens,56586,83,Swazi,ssw,2.0,1.317
Oliver Twist,Charles Dickens,56586,83,Esperanto,epo,2.0,1.317
Oliver Twist,Charles Dickens,56586,83,Macedonian,mac,2.0,1.317
Oliver Twist,Charles Dickens,56586,83,Nuosu,iii,2.0,1.317
Ulysses,James Joyce,4300,83,Swazi,ssw,2.0,1.317
Ulysses,James Joyce,4300,83,Esperanto,epo,2.0,1.317
Ulysses,James Joyce,4300,83,Macedonian,mac,2.0,1.317
Ulysses,James Joyce,4300,83,Nuosu,iii,2.0,1.317
Great Expectations,Charles Dickens,1400,69,Slovene,slv,2.4,1.314
Great Expectations,Charles Dickens,1400,69,Galician,glg,2.4,1.314
The Jungle Book,,236,69,Slovene,slv,2.4,1.314
The Jungle Book,,236,69,Galician,glg,2.4,1.314
The Picture of Dorian Gray,Oscar Wilde,4078,82,Swazi,ssw,2.0,1.302
The Picture of Dorian Gray,Oscar Wilde,4078,82,Esperanto,epo,2.0,1.302
The Picture of Dorian Gray,Oscar Wilde,4078,82,Macedonian,mac,2.0,1.302
The Picture of Dorian Gray,Oscar Wilde,4078,82,Nuosu,iii,2.0,1.302
Book of Mormon,Joseph Smith; Mormon,17,126,Venda,ven,1.3,1.3
Book of Mormon,Joseph Smith; Mormon,17,126,Sardinian,srd,1.3,1.3
Book of Mormon,Joseph Smith; Mormon,17,126,Estonian,est,1.3,1.3
The Merchant of Venice,William Shakespeare,2243,68,Slovene,slv,2.4,1.295
The Merchant of Venice,William Shakespeare,2243,68,Galician,glg,2.4,1.295
David Copperfield,Charles Dickens,766,68,Slovene,slv,2.4,1.295
David Copperfield,Charles Dickens,766,68,Galician,glg,2.4,1.295
The Call of the Wild,Jack London,215,53,Ewe,ewe,3.0,1.262
The Call of the Wild,Jack London,215,53,Twi,twi,3.0,1.262
Pride and Prejudice,Jane Austen,1342,99,Afar,aar,1.6,1.257
Pride and Prejudice,Jane Austen,1342,99,Northern Ndebele,nde,1.6,1.257
Robinson Crusoe,Daniel Defoe,12623,98,Afar,aar,1.6,1.244
